"MUNICIPIO","DESCRICAO","REGIAO"
"3516507","GABRIEL MONTEIRO","240"
"3516606","GALIA","245"
"3516705","GARCA","245"
"3516804","GASTAO VIDIGAL","232"
"3516903","GENERAL SALGADO","232"
"3517000","GETULINA","241"
"3517109","GLICERIO","240"
"3517208","GUAICARA","241"
"3517307","GUAIMBE","241"
"3517406","GUAIRA","228"
"3517505","GUAPIACU","234"
"3517604","GUAPIARA","261"
"3517703","GUARA","229"
"3517802","GUARACAI","231"
"3517901","GUARACI","227"
"3518008","GUARANI D'OESTE","225"
"3518107","GUARANTA","241"
"3518206","GUARARAPES","231"
"3518305","GUARAREMA","262"
"3518404","GUARATINGUETA","259"
"3518503","GUAREI","260"
"3518602","GUARIBA","236"
"3518701","GUARUJA","266"
"3518800","GUARULHOS","262"
"3518859","GUATAPARA",""
"3518909","GUZOLANDIA","232"
"3519006","HERCULANDIA","245"
"3519055","HOLAMBRA",""
"3519071","HORTOLANDIA",""
"3519105","IACANGA","241"
"3519204","IACRI","245"
"3519253","IARAS",""
"3519303","IBATE","242"
"3519402","IBIRA","234"
"3519501","IBIRAREMA","251"
"3519600","IBITINGA","242"
"3519709","IBIUNA","261"
"3519808","ICEM","227"
"3519907","IEPE","250"
"3520004","IGARACU DO TIETE","246"
"3520103","IGARAPAVA","229"
"3520202","IGARATA","259"
"3520301","IGUAPE","265"
"3520400","ILHABELA","267"
"3520426","ILHA COMPRIDA",""
"3520442","ILHA SOLTEIRA",""
"3520509","INDAIATUBA","248"
"3520608","INDIANA","250"
"3520707","INDIAPORA","225"
"3520806","INUBIA PAULISTA","239"
"3520905","IPAUCU","252"
"3521002","IPERO","256"
"3521101","IPEUNA","247"
"3521200","IPORANGA","264"
"3521309","IPUA","229"
"3521408","IRACEMAPOLIS","254"
"3521507","IRAPUA","235"
"3521606","IRAPURU","239"
"3521705","ITABERA","260"
"3521804","ITAI","253"
"3521903","ITAJOBI","235"
"3522000","ITAJU","246"
"3522109","ITANHAEM","266"
"3522158","ITAOCA",""
"3522208","ITAPECERICA DA SERRA","262"
"3522307","ITAPETININGA","260"
"3522406","ITAPEVA","260"
"3522505","ITAPEVI","262"
"3522604","ITAPIRA","249"
"3522653","ITAPIRAPUA PAULISTA",""
"3522703","ITAPOLIS","242"
"3522802","ITAPORANGA","260"
"3522901","ITAPUI","246"
"3523008","ITAPURA","231"
"3523107","ITAQUAQUECETUBA","262"
"3523206","ITARARE","260"
"3523305","ITARIRI","266"
"3523404","ITATIBA","257"
"3523503","ITATINGA","253"
"3523602","ITIRAPINA","247"
"3523701","ITIRAPUA","230"
"3523800","ITOBI","244"
"3523909","ITU","256"
"3524006","ITUPEVA","257"
"3524105","ITUVERAVA","229"
"3524204","JABORANDI","228"
"3524303","JABOTICABAL","236"
"3524402","JACAREI","259"
"3524501","JACI","234"
"3524600","JACUPIRANGA","265"
"3524709","JAGUARIUNA","248"
"3524808","JALES","225"
"3524907","JAMBEIRO","263"
"3525003","JANDIRA","262"
"3525102","JARDINOPOLIS","237"
"3525201","JARINU","257"
"3525300","JAU","246"
"3525409","JERIQUARA","230"
"3525508","JOANOPOLIS","258"
"3525607","JOAO RAMALHO","250"
"3525706","JOSE BONIFACIO","233"
"3525805","JULIO MESQUITA","241"
"3525904","JUNDIAI","257"
"3526001","JUNQUEIROPOLIS","239"
"3526100","JUQUIA","265"
"3526209","JUQUITIBA","262"
"3526308","LAGOINHA","263"
"3526407","LARANJAL PAULISTA","255"
"3526506","LAVINIA","231"
"3526605","LAVRINHAS","259"
"3526704","LEME","243"
"3526803","LENCOIS PAULISTA","241"
"3526902","LIMEIRA","248"
"3527009","LINDOIA","249"
"3527108","LINS","241"
"3527207","LORENA","259"
"3527256","LOURDES",""
"3527306","LOUVEIRA","257"
"3527405","LUCELIA","239"
"3527504","LUCIANOPOLIS","241"
"3527603","LUIS ANTONIO","237"
"3527702","LUIZIANIA","240"
"3527801","LUPERCIO","245"
"3527900","LUTECIA","251"
"3528007","MACATUBA","246"
"3528106","MACAUBAL","233"
"3528205","MACEDONIA","225"
"3528304","MAGDA","232"
"3528403","MAIRINQUE","256"
"3528502","MAIRIPORA","262"
"3528601","MANDURI","252"
"3528700","MARABA PAULISTA","250"
"3528809","MARACAI","251"
"3528858","MARAPOAMA",""
"3528908","MARIAPOLIS","239"
"3529005","MARILIA","245"
"3529104","MARINOPOLIS","225"
"3529203","MARTINOPOLIS","250"
"3529302","MATAO","242"
"3529401","MAUA","262"
"3529500","MENDONCA","233"
"3529609","MERIDIANO","225"
"3529658","MESOPOLIS",""
"3529708","MIGUELOPOLIS","229"
"3529807","MINEIROS DO TIETE","246"
"3529906","MIRACATU","265"
"3530003","MIRA ESTRELA","225"
"3530102","MIRANDOPOLIS","231"
"3530201","MIRANTE DO PARANAPANEMA","250"
"3530300","MIRASSOL","234"
"3530409","MIRASSOLANDIA","234"
"3530508","MOCOCA","244"
"3530607","MOJI DAS CRUZES","262"
"3530706","MOJI-GUACU","243"
"3530805","MOJI-MIRIM","243"
"3530904","MOMBUCA","254"
"3531001","MONCOES","233"
"3531100","MONGAGUA","266"
"3531209","MONTE ALEGRE DO SUL","249"
"3531308","MONTE ALTO","236"
"3531407","MONTE APRAZIVEL","233"
"3531506","MONTE AZUL PAULISTA","236"
"3531605","MONTE CASTELO","239"
"3531704","MONTEIRO LOBATO","259"
"3531803","MONTE MOR","248"
"3531902","MORRO AGUDO","229"
"3532009","MORUNGABA","257"
"3532058","MOTUCA",""
"3532108","MURUTINGA DO SUL","231"
"3532207","NARANDIBA","250"
"3532306","NATIVIDADE DA SERRA","263"
"3532405","NAZARE PAULISTA","258"
"3532504","NEVES PAULISTA","233"
"3532603","NHANDEARA","233"
"3532702","NIPOA","233"
"3532801","NOVA ALIANCA","234"
"3532827","NOVA CAMPINA",""
"3532843","NOVA CANAA PAULISTA",""
"3532900","NOVA EUROPA","242"
"3533007","NOVA GRANADA","234"
"3533106","NOVA GUATAPORANGA","239"
"3533205","NOVA INDEPENDENCIA","231"
"3533254","NOVAIS",""
"3533304","NOVA LUZITANIA","232"
"3533403","NOVA ODESSA","248"
"3533502","NOVO HORIZONTE","235"
"3533601","NUPORANGA","238"
"3533700","OCAUCU","245"
"3533809","OLEO","252"
"3533908","OLIMPIA","227"
"3534005","ONDA VERDE","234"
"3534104","ORIENTE","245"
"3534203","ORINDIUVA","227"
"3534302","ORLANDIA","229"
"3534401","OSASCO","262"
"3534500","OSCAR BRESSANE","251"
"3534609","OSVALDO CRUZ","239"
"3534708","OURINHOS","252"
"3534807","OURO VERDE","239"
"3534906","PACAEMBU","239"
"3535002","PALESTINA","234"
"3535101","PALMARES PAULISTA","235"
"3535200","PALMEIRA D'OESTE","225"
"3535309","PALMITAL","251"
"3535408","PANORAMA","239"
"3535507","PARAGUACU PAULISTA","251"
"3535606","PARAIBUNA","263"
"3535705","PARAISO","235"
"3535804","PARANAPANEMA","253"
"3535903","PARANAPUA","225"
"3536000","PARAPUA","239"
"3536109","PARDINHO","253"
"3536208","PARIQUERA-ACU","265"
"3536257","PARISI",""
"3536307","PATROCINIO PAULISTA","230"
"3536406","PAULICEIA","239"
"3536505","PAULINIA","248"
"3536604","PAULO DE FARIA","227"
"3536703","PEDERNEIRAS","246"
"3536802","PEDRA BELA","258"
"3536901","PEDRANOPOLIS","225"
"3537008","PEDREGULHO","230"
"3537107","PEDREIRA","249"
"3537156","PEDRINHAS PAULISTA",""
"3537206","PEDRO DE TOLEDO","266"
"3537305","PENAPOLIS","240"
"3537404","PEREIRA BARRETO","231"
"3537503","PEREIRAS","255"
"3537602","PERUIBE","266"
"3537701","PIACATU","240"
"3537800","PIEDADE","261"
"3537909","PILAR DO SUL","261"
"3538006","PINDAMONHANGABA","259"
"3538105","PINDORAMA","235"
"3538204","PINHALZINHO","258"
"3538303","PIQUEROBI","250"
"3538501","PIQUETE","259"
"3538600","PIRACAIA","258"
"3538709","PIRACICABA","254"
"3538808","PIRAJU","252"
"3538907","PIRAJUI","241"
"3539004","PIRANGI","236"
"3539103","PIRAPORA DO BOM JESUS","262"
"3539202","PIRAPOZINHO","250"
"3539301","PIRASSUNUNGA","241"
"3539400","PIRATININGA","241"
"3539509","PITANGUEIRAS","236"
"3539608","PLANALTO","233"
"3539707","PLATINA","251"
"3539806","POA","262"
"3539905","POLONI","233"
"3540002","POMPEIA","245"
"3540101","PONGAI","241"
"3540200","PONTAL","237"
"3540259","PONTALINDA",""
"3540309","PONTES GESTAL","226"
"3540408","POPULINA","225"
"3540507","PORANGABA","255"
"3540606","PORTO FELIZ","256"
"3540705","PORTO FERREIRA","243"
"3540754","POTIM",""
"3540804","POTIRENDABA","234"
"3540903","PRADOPOLIS","237"
"3541000","PRAIA GRANDE","266"
"3541109","PRESIDENTE ALVES","241"
"3541208","PRESIDENTE BERNARDES","250"
"3541307","PRESIDENTE EPITACIO","250"
"3541406","PRESIDENTE PRUDENTE","250"
"3541505","PRESIDENTE VENCESLAU","250"
"3541604","PROMISSAO","241"
"3541703","QUATA","251"
"3541802","QUEIROZ","245"
"3541901","QUELUZ","259"
"3542008","QUINTANA","245"
"3542107","RAFARD","254"
"3542206","RANCHARIA","250"
"3542305","REDENCAO DA SERRA","263"
"3542404","REGENTE FEIJO","250"
"3542503","REGINOPOLIS","241"
"3542602","REGISTRO","265"
"3542701","RESTINGA","230"
"3542800","RIBEIRA","264"
"3542909","RIBEIRAO BONITO","242"
"3543006","RIBEIRAO BRANCO","261"
"3543105","RIBEIRAO CORRENTE","230"
"3543204","RIBEIRAO DO SUL","252"
"3543253","RIBEIRAO GRANDE",""
"3543303","RIBEIRAO PIRES","262"
"3543402","RIBEIRAO PRETO","237"
"3543501","RIVERSUL","260"
"3543600","RIFAINA","230"
"3543709","RINCAO","242"
"3543808","RINOPOLIS","239"
"3543907","RIO CLARO","247"
"3544004","RIO DAS PEDRAS","254"
"3544103","RIO GRANDE DA SERRA","262"
"3544202","RIOLANDIA","227"
"3544251","ROSANA",""
"3544301","ROSEIRA","259"
"3544400","RUBIACEA","231"
"3544509","RUBINEIA","225"
"3544608","SABINO","241"
"3544707","SAGRES","239"
"3544806","SALES","235"
"3544905","SALES OLIVEIRA","237"
"3545001","SALESOPOLIS","262"
"3545100","SALMOURAO","239"
"3545159","SALTINHO",""
"3545209","SALTO","256"
"3545308","SALTO DE PIRAPORA","256"
"3545407","SALTO GRANDE","252"
"3545506","SANDOVALINA","250"
"3545605","SANTA ADELIA","235"
"3545704","SANTA ALBERTINA","225"
"3545803","SANTA BARBARA D'OESTE","254"
"3546009","SANTA BRANCA","259"
"3546108","SANTA CLARA D'OESTE","225"
"3546207","SANTA CRUZ DA CONCEICAO","243"
"3546306","SANTA CRUZ DAS PALMEIRAS","243"
"3546405","SANTA CRUZ DO RIO PARDO","252"
"3546504","SANTA ERNESTINA","252"
"3546603","SANTA FE DO SUL","225"
"3546702","SANTA GERTRUDES","254"
"3546801","SANTA ISABEL","262"
"3546900","SANTA LUCIA","242"
"3547007","SANTA MARIA DA SERRA","247"
"3547106","SANTA MERCEDES","239"
"3547205","SANTANA DA PONTE PENSA","225"
"3547304","SANTANA DE PARNAIBA","262"
"3547403","SANTA RITA D'OESTE","225"
"3547502","SANTA RITA DO PASSA QUATRO","237"
"3547601","SANTA ROSA DE VITERBO","237"
"3547700","SANTO ANASTACIO","250"
"3547809","SANTO ANDRE","262"
"3547908","SANTO ANTONIO DA ALEGRIA","238"
"3548005","SANTO ANTONIO DE POSSE","248"
"3548054","SANTO ANTONIO DO ARACANGUA",""
"3548104","SANTO ANTONIO DO JARDIM","244"
"3548203","SANTO ANTONIO DO PINHAL","259"
"3548302","SANTO EXPEDITO","250"
"3548401","SANTOPOLIS DO AGUAPEI","240"
"3548500","SANTOS","266"
"3548609","SAO BENTO DO SAPUCAI","259"
"3548708","SAO BERNARDO DO CAMPO","262"
"3548807","SAO CAETANO DO SUL","262"
"3548906","SAO CARLOS","242"
"3549003","SAO FRANCISCO","225"
"3549102","SAO JOAO DA BOA VISTA","244"
"3549201","SAO JOAO DAS DUAS PONTES","225"
"3549250","SAO JOAO DE IRACEMA",""
"3549300","SAO JOAO DO PAU D'ALHO","239"
"3549409","SAO JOAQUIM DA BARRA","229"
"3549508","SAO JOSE DA BELA VISTA","230"
"3549607","SAO JOSE DO BARREIRO","263"
"3549706","SAO JOSE DO RIO PARDO","244"
"3549805","SAO JOSE DO RIO PRETO","234"
"3549904","SAO JOSE DOS CAMPOS","259"
"3549953","SAO LOURENCO DA SERRA",""
"3550001","SAO LUIS DO PARAITINGA","263"
"3550100","SAO MANUEL","253"
"3550209","SAO MIGUEL ARCANJO","261"
"3550308","SAO PAULO","262"
"3550407","SAO PEDRO","247"
"3550506","SAO PEDRO DO TURVO","252"
"3550605","SAO ROQUE","256"
"3550704","SAO SEBASTIAO","267"
"3550803","SAO SEBASTIAO DA GRAMA","244"
"3550902","SAO SIMAO","237"
"3551009","SAO VICENTE","266"
"3551108","SARAPUI","256"
"3551207","SARUTAIA","252"
"3551306","SEBASTIANOPOLIS DO SUL","233"
"3551405","SERRA AZUL","237"
"3551504","SERRANA","237"
"3551603","SERRA NEGRA","249"
"3551702","SERTAOZINHO","237"
"3551801","SETE BARRAS","265"
"3551900","SEVERINIA","235"
"3552007","SILVEIRAS","263"
"3552106","SOCORRO","249"
"3552205","SOROCABA","256"
"3552304","SUD MENNUCCI","231"
"3552403","SUMARE","248"
"3552502","SUZANO","262"
"3552551","SUZANAPOLIS",""
"3552601","TABAPUA","235"
"3552700","TABATINGA","242"
"3552809","TABOAO DA SERRA","262"
"3552908","TACIBA","250"
"3553005","TAGUAI","252"
"3553104","TAIACU","236"
"3553203","TAIUVA","236"
"3553302","TAMBAU","243"
"3553401","TANABI","234"
"3553500","TAPIRAI","261"
"3553609","TAPIRATIBA","244"
"3553708","TAQUARITINGA","236"
"3553807","TAQUARITUBA","253"
"3553856","TAQUARIVAI",""
"3553906","TARABAI","250"
"3553955","TARUMA",""
"3554003","TATUI","255"
"3554102","TAUBATE","259"
"3554201","TEJUPA","252"
"3554300","TEODORO SAMPAIO","250"
"3554409","TERRA ROXA","236"
"3554508","TIETE","255"
"3554607","TIMBURI","252"
"3554656","TORRE DE PEDRA",""
"3554706","TORRINHA","247"
"3554805","TREMEMBE","259"
"3554904","TRES FRONTEIRAS","225"
"3554953","TUIUTI",""
"3555000","TUPA","245"
"3555109","TUPI PAULISTA","239"
"3555208","TURIUBA","240"
"3555307","TURMALINA","225"
"3555356","UBARANA",""
"3555406","UBATUBA","267"
"3555505","UBIRAJARA","245"
"3555604","UCHOA","234"
"3555703","UNIAO PAULISTA","233"
"3555802","URANIA","225"
"3555901","URU","241"
"3556008","URUPES","235"
"3556107","VALENTIM GENTIL","226"
"3556206","VALINHOS","248"
"3556305","VALPARAISO","231"
"3556354","VARGEM",""
"3556404","VARGEM GRANDE DO SUL","244"
"3556453","VARGEM GRANDE PAULISTA","262"
"3556503","VARZEA PAULISTA","257"
"3556602","VERA CRUZ","245"
"3556701","VINHEDO","248"
"3556800","VIRADOURO","236"
"3556909","VISTA ALEGRE DO ALTO","236"
"3557006","VOTORANTIM","256"
"3557105","VOTUPORANGA","226"
"3557154","ZACARIAS",""
"3557204","CHAVANTES","240"
"3557303","ESTIVA GERBI",""
"3580016","SP-SE","262"
"3580024","SP-LIBERDADE","262"
"3580032","SP-CAMBUCI","262"
"3580040","SP-ACLIMACAO","262"
"3580057","SP-BARRA FUNDA","262"
"3580065","SP-BOM RETIRO","262"
"3580073","SP-SANTA CECILIA","262"
"3580081","SP-SANTA EFIGENIA","262"
"3580099","SP-CONSOLACAO","262"
"3580107","SP-BELA VISTA","262"
"3580115","SP-PARI","262"
"3580123","SP-MOOCA","262"
"3580131","SP-IBIRAPUERA","262"
"3580149","SP-INDIANOPOLIS","262"
"3580156","SP-VILA MARIANA","262"
"3580164","SP-CERQUEIRA CESAR","262"
"3580172","SP-JARDIM PAULISTA","262"
"3580180","SP-BRAS","262"
"3580198","SP-BUTANTA","262"
"3580206","SP-LAPA","262"
"3580214","SP-PERDIZES","262"
"3580222","SP-PINHEIROS","262"
"3580230","SP-VILA MADALENA","262"
"3580248","SP-JARDIM AMERICA","262"
"3580255","SP-JABAQUARA","262"
"3580263","SP-SAUDE","262"
"3580271","SP-IPIRANGA","262"
"3580289","SP-VILA PRUDENTE","262"
"3580297","SP-SAPOPEMBA","262"
"3580305","SP-TATUAPE","262"
"3580313","SP-VILA FORMOSA","262"
"3580321","SP-ALTO DA MOOCA","262"
"3580339","SP-VILA MATILDE","262"
"3580347","SP-PENHA DE FRANCA","262"
"3580354","SP-BELENZINHO","262"
"3580362","SP-CANGAIBA","262"
"3580370","SP-ITAQUERA","262"
"3580388","SP-GUAIANASES","262"
"3580396","SP-SAO MIGUEL PAULISTA","262"
"3580404","SP-ERMELINO MATARAZZO","262"
"3580412","SP-ITAIM PAULISTA","262"
"3580420","SP-CIDADE SAO MATEUS","262"
"3580438","SP-SANTANA","262"
"3580446","SP-VILA GUILHERME","262"
"3580453","SP-VILA MARIA","262"
"3580461","SP-TUCURUVI","262"
"3580479","SP-PERUS","262"
"3580487","SP-JARAGUA","262"
"3580495","SP-PIRITUBA","262"
"3580503","SP-VILA JAGUARA","262"
"3580511","SP-BRASILANDIA","262"
"3580529","SP-NOSSA SENHORA DO O","262"
"3580537","SP-VILA NOVA CACHOEIRINHA","262"
"3580545","SP-LIMAO","262"
"3580552","SP-CASA VERDE","262"
"3580560","SP-CAPELA DO SOCORRO","262"
"3580578","SP-PARELHEIROS","262"
"3580586","SP-SANTO AMARO","262"
"4100000","PARANA - IGNORADO",""
"4100103","ABATIA","279"
"4100202","ADRIANOPOLIS","270"
"4100301","AGUDOS DO SUL","271"
"4100400","ALMIRANTE TAMANDARE","268"
"4100459","ALTAMIRA DO PARANA","287"
"4100509","ALTONIA","285"
"4100608","ALTO PARANA","283"
"4100707","ALTO PIQUIRI","285"
"4100806","ALVORADA DO SUL","281"
"4100905","AMAPORA","283"
"4101002","AMPERE","289"
"4101051","ANAHY",""
"4101101","ANDIRA","279"
"4101150","ANGULO",""
"4101200","ANTONINA","269"
"4101309","ANTONIO OLINTO","275"
"4101408","APUCARANA","284"
"4101507","ARAPONGAS","281"
"4101606","ARAPOTI","274"
"4101705","ARARUNA","286"
"4101804","ARAUCARIA","268"
"4101903","ASSAI","280"
"4102000","ASSIS CHATEAUBRIAND","288"
"4102109","ASTORGA","281"
"4102208","ATALAIA","282"
"4102307","BALSA NOVA","268"
"4102406","BANDEIRANTES","279"
"4102505","BARBOSA FERRAZ","286"
"4102604","BARRACAO","289"
"4102703","BARRA DO JACARE","279"
"4102802","BELA VISTA DO PARAISO","281"
"4102901","BITURUNA","291"
"4103008","BOA ESPERANCA","286"
"4103024","BOA ESPERANCA DO IGUACU",""
"4103057","BOA VISTA DA APARECIDA","288"
"4103107","BOCAIUVA DO SUL","268"
"4103206","BOM SUCESSO","284"
"4103222","BOM SUCESSO DO SUL",""
"4103305","BORRAZOPOLIS","284"
"4103354","BRAGANEY","288"
"4103370","BRASILANDIA DO SUL",""
"4103404","CAFEARA","281"
"4103453","CAFELANDIA","288"
"4103479","CAFEZAL DO SUL",""
"4103503","CALIFORNIA","284"
"4103602","CAMBARA","279"
"4103701","CAMBE","281"
"4103800","CAMBIRA","284"
"4103909","CAMPINA DA LAGOA","286"
"4104006","CAMPINA GRANDE DO SUL","268"
"4104055","CAMPO BONITO","288"
"4104105","CAMPO DO TENENTE","272"
"4104204","CAMPO LARGO","268"
"4104303","CAMPO MOURAO","286"
"4104402","CANDIDO DE ABREU","277"
"4104428","CANDOI",""
"4104451","CANTAGALO","290"
"4104501","CAPANEMA","289"
"4104600","CAPITAO LEONIDAS MARQUES","288"
"4104709","CARLOPOLIS","278"
"4104808","CASCAVEL","288"
"4104907","CASTRO","273"
"4105003","CATANDUVAS","288"
"4105102","CENTENARIO DO SUL","281"
"4105201","CERRO AZUL","270"
"4105300","CEU AZUL","288"
"4105409","CHOPINZINHO","289"
"4105508","CIANORTE","285"
"4105607","CIDADE GAUCHA","285"
"4105706","CLEVELANDIA","291"
"4105805","COLOMBO","268"
"4105904","COLORADO","281"
"4106001","CONGONHINHAS","279"
"4106100","CONSELHEIRO MAIRINCK","278"
"4106209","CONTENDA","268"
"4106308","CORBELIA","288"
"4106407","CORNELIO PROCOPIO","279"
"4106506","CORONEL VIVIDA","289"
"4106555","CORUMBATAI DO SUL","286"
"4106571","CRUZEIRO DO IGUACU",""
"4106605","CRUZEIRO DO OESTE","285"
"4106704","CRUZEIRO DO SUL","283"
"4106803","CRUZ MACHADO","291"
"4106902","CURITIBA","268"
"4107009","CURIUVA","278"
"4107108","DIAMANTE DO NORTE","283"
"4107124","DIAMANTE DO SUL",""
"4107157","DIAMANTE D'OESTE","288"
"4107207","DOIS VIZINHOS","289"
"4107256","DOURADINA","285"
"4107306","DOUTOR CAMARGO","282"
"4107405","ENEAS MARQUES","289"
"4107504","ENGENHEIRO BELTRAO","286"
"4107538","ENTRE RIOS DO OESTE",""
"4107553","FAROL",""
"4107603","FAXINAL","284"
"4107652","FAZENDA RIO GRANDE",""
"4107702","FENIX","286"
"4107751","FIGUEIRA","278"
"4107801","FLORAI","282"
"4107850","FLOR DA SERRA DO SUL",""
"4107900","FLORESTA","282"
"4108007","FLORESTOPOLIS","281"
"4108106","FLORIDA","281"
"4108205","FORMOSA DO OESTE","288"
"4108304","FOZ DO IGUACU","288"
"4108320","FRANCISCO ALVES","285"
"4108403","FRANCISCO BELTRAO","289"
"4108502","GENERAL CARNEIRO","291"
"4108551","GODOY MOREIRA","284"
"4108601","GOIOERE","286"
"4108700","GRANDES RIOS","284"
"4108809","GUAIRA","288"
"4108908","GUAIRACA","283"
"4109005","GUAPIRAMA","278"
"4109104","GUAPOREMA","285"
"4109203","GUARACI","281"
"4109302","GUARANIACU","288"
"4109401","GUARAPUAVA","290"
"4109500","GUARAQUECABA","269"
"4109609","GUARATUBA","269"
"4109658","HONORIO SERPA",""
"4109708","IBAITI","278"
"4109757","IBEMA","288"
"4109807","IBIPORA","281"
"4109906","ICARAIMA","285"
"4110003","IGUARACU","281"
"4110052","IGUATU",""
"4110102","IMBITUVA","276"
"4110201","INACIO MARTINS","290"
"4110300","INAJA","283"
"4110409","INDIANOPOLIS","285"
"4110508","IPIRANGA","277"
"4110607","IPORA","285"
"4110656","IRACEMA DO OESTE",""
"4110706","IRATI","276"
"4110805","IRETAMA","286"
"4110904","ITAGUAJE","281"
"4110953","ITAIPULANDIA",""
"4111001","ITAMBARACA","279"
"4111100","ITAMBE","282"
"4111209","ITAPEJARA D'OESTE","289"
"4111258","ITAPERUCU",""
"4111308","ITAUNA DO SUL","283"
"4111407","IVAI","277"
"4111506","IVAIPORA","284"
"4111555","IVATE",""
"4111605","IVATUBA","282"
"4111704","JABOTI","278"
"4111803","JACAREZINHO","279"
"4111902","JAGUAPITA","281"
"4112009","JAGUARIAIVA","274"
"4112108","JANDAIA DO SUL","284"
"4112207","JANIOPOLIS","286"
"4112306","JAPIRA","278"
"4112405","JAPURA","285"
"4112504","JARDIM ALEGRE","284"
"4112603","JARDIM OLINDA","283"
"4112702","JATAIZINHO","280"
"4112751","JESUITAS","288"
"4112801","JOAQUIM TAVORA","278"
"4112900","JUNDIAI DO SUL","279"
"4112959","JURANDA","286"
"4113007","JUSSARA","285"
"4113106","KALORE","284"
"4113205","LAPA","272"
"4113254","LARANJAL",""
"4113304","LARANJEIRAS DO SUL","290"
"4113403","LEOPOLIS","279"
"4113429","LIDIANOPOLIS",""
"4113452","LINDOESTE","288"
"4113502","LOANDA","283"
"4113601","LOBATO","281"
"4113700","LONDRINA","281"
"4113734","LUIZIANA","286"
"4113759","LUNARDELLI","284"
"4113809","LUPIONOPOLIS","281"
"4113908","MALLET","276"
"4114005","MAMBORE","286"
"4114104","MANDAGUACU","282"
"4114203","MANDAGUARI","282"
"4114302","MANDIRITUBA","268"
"4114401","MANGUEIRINHA","291"
"4114500","MANOEL RIBAS","287"
"4114609","MARECHAL CANDIDO RONDON","288"
"4114708","MARIA HELENA","285"
"4114807","MARIALVA","282"
"4114906","MARILANDIA DO SUL","284"
"4115002","MARILENA","283"
"4115101","MARILUZ","286"
"4115200","MARINGA","282"
"4115309","MARIOPOLIS","289"
"4115358","MARIPA",""
"4115408","MARMELEIRO","289"
"4115507","MARUMBI","284"
"4115606","MATELANDIA","288"
"4115705","MATINHOS","269"
"4115739","MATO RICO",""
"4115754","MAUA DA SERRA",""
"4115804","MEDIANEIRA","288"
"4115853","MERCEDES",""
"4115903","MIRADOR","283"
"4116000","MIRASELVA","281"
"4116059","MISSAL","288"
"4116109","MOREIRA SALES","286"
"4116208","MORRETES","269"
"4116307","MUNHOZ DE MELO","281"
"4116406","NOSSA SENHORA DAS GRACAS","281"
"4116505","NOVA ALIANCA DO IVAI","283"
"4116604","NOVA AMERICA DA COLINA","279"
"4116703","NOVA AURORA","288"
"4116802","NOVA CANTU","286"
"4116901","NOVA ESPERANCA","283"
"4116950","NOVA ESPERANCA DO SUDOESTE",""
"4117008","NOVA FATIMA","279"
"4117057","NOVA LARANJEIRAS",""
"4117107","NOVA LONDRINA","283"
"4117206","NOVA OLIMPIA","285"
"4117214","NOVA SANTA BARBARA",""
"4117222","NOVA SANTA ROSA","288"
"4117255","NOVA PRATA DO IGUACU","289"
"4117271","NOVA TEBAS","287"
"4117297","NOVO ITACOLOMI",""
"4117305","ORTIGUEIRA","277"
"4117404","OURIZONA","282"
"4117453","OURO VERDE DO OESTE","288"
"4117503","PAICANDU","282"
"4117602","PALMAS","291"
"4117701","PALMEIRA","272"
"4117800","PALMITAL","287"
"4117909","PALOTINA","288"
"4118006","PARAISO DO NORTE","283"
"4118105","PARANACITY","283"
"4118204","PARANAGUA","269"
"4118303","PARANAPOEMA","283"
"4118402","PARANAVAI","283"
"4118451","PATO BRAGADO",""
"4118501","PATO BRANCO","289"
"4118600","PAULA FREITAS","291"
"4118709","PAULO FRONTIN","291"
"4118808","PEABIRU","286"
"4118907","PEROLA","285"
"4119004","PEROLA D'OESTE","289"
"4119103","PIEN","271"
"4119152","PINHAIS",""
"4119202","PINHALAO","278"
"4119251","PINHAL DE SAO BENTO",""
"4119301","PINHAO","290"
"4119400","PIRAI DO SUL","273"
"4119509","PIRAQUARA","268"
"4119608","PITANGA","287"
"4119657","PITANGUEIRAS",""
"4119707","PLANALTINA DO PARANA","283"
"4119806","PLANALTO","289"
"4119905","PONTA GROSSA","273"
"4120002","PORECATU","281"
"4120101","PORTO AMAZONAS","272"
"4120200","PORTO RICO","283"
"4120309","PORTO VITORIA","291"
"4120358","PRANCHITA","289"
"4120408","PRESIDENTE CASTELO BRANCO","283"
"4120507","PRIMEIRO DE MAIO","281"
"4120606","PRUDENTOPOLIS","276"
"4120705","QUATIGUA","278"
"4120804","QUATRO BARRAS","268"
"4120853","QUATRO PONTES",""
"4120903","QUEDAS DO IGUACU","290"
"4121000","QUERENCIA DO NORTE","283"
"4121109","QUINTA DO SOL","286"
"4121208","QUITANDINHA","271"
"4121257","RAMILANDIA",""
"4121307","RANCHO ALEGRE","280"
"4121356","RANCHO ALEGRE D'OESTE",""
"4121406","REALEZA","289"
"4121505","REBOUCAS","276"
"4121604","RENASCENCA","289"
"4121703","RESERVA","277"
"4121802","RIBEIRAO CLARO","279"
"4121901","RIBEIRAO DO PINHAL","279"
"4122008","RIO AZUL","276"
"4122107","RIO BOM","284"
"4122156","RIO BONITO DO IGUACU",""
"4122206","RIO BRANCO DO SUL","268"
"4122305","RIO NEGRO","272"
"4122404","ROLANDIA","281"
"4122503","RONCADOR","286"
"4122602","RONDON","285"
